100000 200000
99632 71113 833
42235 67718 802
26906 14941 889
97845 30513 867
51552 77302 495
17208 70641 368
13356 6573 491
95495 16779 636
34532 54256 833
72996 61020 800
46284 42740 378
75595 33650 903
63542 6113 779
26253 55419 252
48077 17165 161
97350 29252 147
2735 5331 847
19172 24681 893
29860 67634 629
17543 83576 26
13459 72999 649
13403 54165 576
12823 24209 54
45746 39144 391
26516 23072 654
82251 62952 522
9540 3563 916
75593 69549 134
91531 37892 513
4767 82892 461
73849 93922 351
51918 1558 693
94254 1613 145
60723 71441 392
22311 94518 137
8538 39056 897
31993 5722 881
37102 94181 74
6808 83793 289
97708 5186 773
93365 8838 785
93175 40967 864
5863 64869 290
20396 18357 168
52523 95079 721
72324 85656 451
70955 17354 538
58577 7840 484
68246 65468 432
44574 28838 291
45317 44563 410
62145 24863 800
50978 11212 658
90412 60858 813
57153 97333 929
31024 60875 690
22696 29827 873
22927 15889 223
95119 75489 865
17467 7607 627
88611 50990 283
76458 52682 527
93471 82454 701
5632 60077 865
80537 84838 998
14459 47137 737
80353 79935 537
95458 35533 327
98607 76888 432
3894 8013 634
64954 61581 872
1378 23201 183
77872 99568 380
94603 86250 559
63994 33988 863
67365 26606 307
52027 42703 637
59395 93949 818
49266 94524 754
84333 4923 851
77925 97891 370
18804 91787 918
96344 92017 862
23480 47262 411
20800 17642 107
66097 74109 979
1717 41347 509
51020 66493 699
6327 82100 987
72006 81232 605
92846 83572 93
45201 44617 263
88151 64006 275
45136 22655 302
32173 51342 644
42306 80194 19
14555 99486 640
24589 62702 737
25278 91366 265
6835 15333 781
78093 93852 89
12730 10379 446
54011 17347 55
14098 63540 290
43093 16299 704
26045 68350 705
87350 28402 702
99554 93059 797
70267 21710 126
32436 1144 410
20620 86370 252
41538 20482 235
94345 23872 729
26903 46900 54
9229 39552 864
2165 35113 132
85521 28605 41
78351 92015 91
23370 2431 250
78137 56300 693
47106 34143 777
82784 34377 951
46486 76798 565
68968 6993 300
92208 69392 494
62905 24137 252
95691 78595 988
53452 77383 337
77144 95152 413
14543 74212 808
93157 40553 52
43952 60042 822
58297 62805 561
55215 72563 866
30735 19497 17
83062 42809 966
58565 27024 588
20942 25826 36
96477 17257 677
99082 49144 581
18892 97830 975
41594 9165 741
96917 60342 605
12397 56665 839
18624 65691 707
5928 68411 418
34743 90078 86
5804 1944 333
19690 88796 213
51956 82249 916
82923 54444 227
82486 25511 228
11726 36758 955
48488 41827 621
57509 16618 37
42894 44496 33
5051 66650 978
2270 18391 889
28634 75081 274
49005 80532 197
62880 28173 118
1329 35063 514
7655 42979 954
51391 15410 327
6976 89072 655
65426 60575 907
18276 60044 736
79752 88465 533
6058 60355 770
43389 46284 758
85603 45298 841
40489 79561 3
35690 62804 801
78739 6135 220
82882 33538 153
87927 46629 693
4375 21354 203
73325 56663 835
16072 29583 51
42392 94211 742
67361 31978 871
1690 21337 769
38702 37943 807
62706 6747 201
51552 62502 838
98858 77697 676
12104 6507 276
83390 13349 456
45651 44699 973
17081 99135 658
21281 30006 331
14684 2664 34
62791 26251 720
87972 27559 359
4774 74290 748
14523 21359 839
98068 57769 523
24342 8051 864
1109 326 565
47248 96592 131
64191 83803 121
72592 21577 222
12073 28100 139
29041 13577 304
73275 85927 344
24499 9202 730
15460 43560 743
97806 72927 220
78140 92780 944
37788 25012 629
66841 27303 925
81172 58523 338
31382 52295 291
81663 47656 835
7928 23509 412
27414 65388 926
29820 92443 312
81652 59047 40
85006 12562 824
83949 26150 641
60444 76828 385
94048 98275 31
78802 60527 989
93355 21740 731
71372 32352 567
70773 21249 851
78550 44170 712
20632 38256 138
20893 36911 397
92213 53468 761
13526 32559 96
14857 95491 286
95411 35083 875
8604 8673 368
17693 80426 69
33837 29163 66
23601 43844 16
40831 64700 932
32032 36005 638
62938 32958 590
50073 29770 969
30001 79017 850
52942 66280 27
75434 52375 255
27991 89822 975
21393 18872 227
6545 22639 301
68925 71350 970
40173 26967 224
38155 99807 637
26499 85935 876
62608 28635 103
4241 61842 223
52685 68670 844
36052 51099 345
79563 468 113
16796 33908 694
42399 97599 987
81338 96529 384
98985 81520 5
18442 31605 911
25858 12130 449
70103 49888 613
86761 31917 722
40219 40740 558
62430 50887 980
85794 17956 835
64419 58865 972
95836 98995 52
70891 84576 115
36835 48408 300
68501 92735 817
2315 40388 617
46511 62725 404
70918 70363 942
99650 14512 308
60343 71888 78
73791 82140 515
83412 32698 335
25781 93927 750
86382 93122 597
50268 38200 731
64772 82313 5
34381 78901 352
90600 22786 769
27486 85312 508
29629 15403 240
63108 49312 386
76853 39595 321
2610 63691 195
36325 4398 276
93837 43208 648
23088 3008 832
78144 7849 397
60190 25725 162
67188 5830 193
88235 98586 366
81564 57411 496
5612 47789 209
79337 37731 845
48967 89937 835
90865 85722 388
11829 62261 175
46331 93100 220
64558 70886 586
39630 50421 839
47504 41654 907
70797 59319 328
34622 42364 380
52002 69344 237
9932 55276 32
59714 41624 953
65545 42289 39
47096 4989 810
63359 75965 849
72132 13681 178
56213 70120 789
90496 57110 756
79438 53109 509
28723 79180 165
33843 60852 555
34810 4806 391
18953 59854 356
7247 57402 318
53433 3337 999
58481 27034 458
33624 96181 172
95552 25325 968
94644 17675 478
6103 87674 892
7995 84348 874
379 72200 477
53230 67575 284
64544 34129 148
99544 69428 199
86488 64207 383
11482 74241 796
3607 17761 212
80439 63062 19
5952 36291 746
50675 5435 942
86122 19047 780
50506 64853 429
60894 47405 23
49861 89061 700
36529 36943 198
22026 82648 166
55605 68913 172
74579 39844 826
24195 85383 250
52955 29056 32
85497 83193 798
54998 47349 415
12782 88186 483
32176 51227 2
20918 16112 643
86403 84954 420
89565 48772 498
44328 34449 140
29378 34289 635
98786 81969 589
60040 13197 994
37937 66050 872
36588 49904 732
97873 4829 883
84965 25732 73
66920 27096 981
47238 96680 992
25007 76118 787
63654 67075 465
44944 94798 65
65470 87279 405
3387 43969 607
62887 49283 977
78185 36935 985
41859 66126 998
75099 14057 336
71473 62809 560
19268 77040 496
23374 35411 251
43847 82280 183
70869 90434 841
71079 8113 913
10710 69189 331
58892 70924 332
56065 91855 187
48216 69978 682
19730 66013 631
10817 49109 195
98375 2468 875
30755 37092 615
71833 35667 915
60490 46824 118
31039 28637 40
44821 94552 157
92927 49343 645
50886 16147 800
88469 31228 233
12483 79629 922
20010 53781 162
80283 36175 916
26423 13455 214
48865 76845 314
40665 32242 714
32037 68773 967
20824 93438 111
15991 84442 124
30170 17271 294
22568 52333 193
95612 7606 595
77631 25485 793
100000 77614 646
240 22187 656
87788 59784 86
19312 13430 120
23345 4900 651
21428 87797 869
90868 32430 227
18205 7365 142
60763 23004 585
47032 15993 918
17982 3710 192
54692 18815 461
21186 28501 557
99246 44050 255
71887 23683 307
45220 12673 581
2853 98069 679
67359 36785 408
24258 44917 530
52741 61419 483
17940 63022 8
65100 68773 73
88508 32025 904
65669 29884 123
43400 55725 748
73005 29027 461
62738 94154 742
9078 54618 359
5138 80209 696
26653 5342 520
77566 47735 260
71428 3865 633
32835 53396 976
73241 7838 502
56556 78886 207
84442 15492 65
22769 11647 228
1579 71021 929
82138 27976 816
24792 18887 82
36045 41399 655
91804 90074 683
53543 17365 845
96101 68935 801
18034 21805 111
63565 85200 423
79280 80415 664
33142 13712 133
48285 66444 373
74530 58695 235
35867 76919 629
78780 70663 863
77545 39565 55
69379 32298 967
25893 45313 264
55539 60312 983
61907 11852 67
6006 48098 291
25849 21191 941
3885 99674 47
72185 57727 264
64388 48053 390
77672 2916 990
24275 18056 900
93926 27647 198
43942 73442 274
92683 4861 114
11990 98344 66
95613 5292 45
2642 49202 698
53235 74659 288
82508 69158 612
15963 18147 201
15117 29638 974
73710 38854 173
54998 13765 129
60404 89973 132
17640 8907 117
17244 88454 574
93574 68654 328
61857 77067 96
41332 4107 396
65301 76039 809
79890 1348 746
90609 3768 582
78905 6977 101
99419 33243 143
95542 20203 503
9197 41660 755
23268 83876 521
21774 39716 289
1474 60162 770
38114 31466 534
49046 75845 873
49251 56128 823
26180 87786 111
78729 57829 127
38191 84424 884
95708 35427 272
3600 8644 178
29980 82265 593
23673 3602 100
28644 28413 131
36392 50030 131
29315 33396 875
3818 59846 84
10828 98754 345
62478 57754 39
42630 71235 910
76889 10886 628
95736 77803 723
97964 59131 758
66181 33562 840
47557 27927 339
34355 17204 254
79369 72262 591
4997 70613 997
79394 58835 219
84126 8547 655
87677 49183 292
3550 14027 192
7392 65679 626
82642 51234 89
26425 22263 915
33335 1771 883
4948 80518 820
55159 2934 450
87153 78756 777
33099 73882 591
46715 81580 281
75962 20186 576
90123 71303 476
88453 78908 239
66256 20563 267
7821 86624 724
24030 58669 927
42085 17251 203
62153 77498 893
16512 23302 272
38164 94555 895
74725 37402 311
13228 76047 737
13050 23783 289
41961 62769 737
43893 18774 473
57395 67858 733
99364 64094 96
79714 85689 267
64216 96389 739
49856 71927 429
69893 4344 440
66155 59919 792
55518 35740 226
73435 73492 866
14890 47557 968
71321 23331 946
79376 31913 518
82865 92008 525
574 91803 779
89682 4271 272
57761 92246 675
45342 48223 54
99830 10887 426
29325 52652 735
48861 97356 998
32734 27756 152
76242 46582 241
44458 41425 836
71521 3964 431
35604 73352 354
18859 15253 877
2526 42793 173
17863 94128 280
76585 90426 269
94444 94009 744
32320 11546 649
56745 53868 730
63313 59781 328
37019 1798 51
64308 90185 78
49571 99061 361
9201 26589 800
35503 57539 422
25559 90626 477
68180 93659 34
54135 45729 805
38361 75248 15
78556 17813 40
57696 99843 499
84437 85812 10
88502 97728 331
87671 95249 213
39317 39952 175
54877 75343 423
3305 26896 467
83386 95417 28
30695 42450 506
62653 59237 110
3592 47171 91
62457 80526 375
79673 91028 248
84018 67767 720
97554 93672 892
85827 8568 476
23808 93471 119
35117 68919 591
77259 25986 991
95979 10068 122
92425 41844 565
38337 1765 629
23172 60800 13
16508 1668 201
77077 851 700
2217 33897 360
65468 31175 556
47402 33877 794
26314 43981 688
84775 58094 76
48685 43341 493
82836 61443 65
39902 87529 621
410 51 400
36923 63502 245
24879 60550 917
65598 44285 519
85070 26572 610
79962 40865 156
36956 55455 923
98115 6164 989
37944 67893 591
38591 39037 610
46340 35915 325
78232 81076 85
34038 30081 64
3520 34467 101
76104 25604 433
61837 78457 609
59473 29592 697
2824 706 872
96046 92270 823
31306 71548 219
56778 38899 97
77973 71942 132
63560 43719 277
98702 87524 807
40076 21472 15
18458 47741 978
93764 12687 945
48910 65976 959
99410 26503 480
83449 16514 99
51681 93824 505
32624 33509 452
7245 75158 104
51208 23284 594
93348 16382 115
54728 21663 353
51264 34959 796
24722 649 775
11412 63076 518
9030 21620 366
51545 44718 447
88820 39545 28
97879 43956 623
30270 69817 667
40298 48819 652
62771 62925 917
47025 5822 905
68822 59855 681
80168 23826 765
67210 38604 734
40099 45109 52
82161 56331 290
5387 72241 505
85643 25990 908
97725 52713 14
82369 14159 473
56122 13125 718
19431 49431 169
53026 97318 164
67343 23472 458
47829 32719 940
37767 58480 351
53371 96783 976
15676 12556 323
31458 57503 482
51347 38995 814
77648 7440 62
80600 61963 648
63801 69372 185
17450 71673 532
78909 26279 588
98199 82152 403
96049 51972 623
83781 26617 637
77395 95328 252
8197 81715 701
28928 41812 668
80539 13703 705
64005 18571 998
42522 14440 917
48393 98242 961
55247 47566 171
42781 39359 603
33139 59509 891
13709 92197 591
31486 32449 161
1156 55150 272
78749 17681 158
65621 16130 94
29579 39200 195
73838 89978 787
19090 33650 503
47067 26573 879
75662 95728 291
77233 29960 398
34721 15199 20
61434 67452 991
76454 52663 607
40705 44425 611
82 90381 717
76318 29975 920
25628 95563 537
63038 4311 17
47286 56290 610
96745 10333 643
60694 89713 863
35741 53100 316
42273 49625 776
35264 63339 724
14401 42886 404
27664 57519 437
85628 13621 955
4066 9732 940
59380 60744 302
51796 54510 995
66460 54895 561
65763 89256 593
7327 45401 206
24789 2966 241
76647 45979 397
72830 3641 880
94597 2925 542
82998 24113 118
34848 59027 756
54100 14365 960
9790 43158 466
13573 29624 646
98378 53802 712
47057 31979 325
56737 49591 323
45675 39027 381
96097 31558 357
93974 84863 247
23828 85000 289
64980 57832 700
88820 88321 821
95240 59883 85
50203 31685 346
25124 26546 598
14058 45562 500
10170 28155 825
80260 6572 91
34926 50620 908
61119 52043 220
17044 14255 776
92994 97631 193
94966 77500 952
65677 48792 500
71900 65277 211
63895 30942 941
90862 35112 352
77149 98064 917
41461 8603 966
9469 3407 146
90903 95700 805
97552 27365 143
55595 56104 81
14352 18520 107
44172 10420 288
34877 92692 829
77662 58309 593
63625 91068 374
17716 47182 492
91808 84467 234
85622 71211 139
39552 35639 567
58364 49327 149
75027 70320 58
11275 14231 209
44111 257 117
44891 12354 33
80018 41137 237
71308 28602 182
32946 864 565
46107 4165 780
18834 41765 466
38214 86213 856
7905 44847 982
34960 25877 152
56696 45643 106
52431 65179 668
58491 88116 374
21767 70435 501
1460 30581 808
38297 79249 329
80975 90463 571
70702 49724 64
37979 77542 28
89398 13426 308
43281 40021 77
40215 52860 911
2405 5371 746
73238 86501 410
34591 74395 297
23202 26891 971
16806 10864 20
50572 70969 759
78391 23107 613
91394 66878 795
3216 98357 338
65022 81769 981
42514 66188 720
60578 62781 293
96071 14267 193
45343 97880 316
48449 97402 419
45906 86177 682
68490 34988 808
26535 62636 781
19409 13063 231
99714 6519 992
10711 91132 203
16112 96677 396
69656 46794 722
78298 40533 195
29958 36987 355
59089 14184 210
27929 44266 369
11521 23065 518
73485 30358 761
90469 18237 160
67858 3352 832
71577 32130 356
846 48359 9
97129 10203 108
56148 34719 513
21090 79441 136
54039 27256 623
13412 57100 636
83761 61881 632
69353 85967 394
18576 10943 679
39479 87045 512
99666 11075 175
35798 84310 737
31575 19417 263
43799 2103 746
93433 15910 447
91080 34672 394
81317 22566 646
34798 89165 99
41759 87811 438
95521 65026 643
44842 38141 372
20766 21736 767
70390 87436 92
62317 78370 524
14181 30624 881
16325 67878 563
80169 30622 787
18732 43463 628
89852 53759 871
8703 88394 61
39287 92219 956
57569 29700 855
63128 9787 476
18054 72566 172
16994 51963 1
6127 33305 566
42847 82423 107
7506 89116 869
37512 95366 182
18281 68684 992
41740 6986 67
93933 53584 224
60814 30851 539
49224 80964 290
49080 61509 95
61160 71960 723
47314 68681 309
45960 41682 958
98497 25764 901
25258 41285 925
70040 2903 34
65153 39392 745
34427 96594 978
92457 74981 249
10701 92242 417
1857 14115 752
68473 38526 324
30866 68330 699
64930 2639 534
57533 39855 312
75680 45440 753
78147 25138 174
13154 8580 745
30654 73710 585
10134 60452 716
9007 65656 311
98557 28301 473
3741 38203 96
46021 75138 275
33232 64613 593
97331 59147 952
92014 46268 525
29205 42223 198
53696 31105 557
73770 69264 446
18135 59107 243
80863 39696 518
71378 82878 792
44101 92529 223
35564 21880 313
72321 33942 138
70778 44380 428
89579 26713 689
79603 12044 410
22375 7657 784
46000 57245 773
59538 64449 497
84248 57015 19
90230 75960 36
64556 24054 766
84336 23423 425
69613 79244 797
51742 47056 343
85520 2861 992
85103 80174 747
82467 6232 685
55982 47094 137
10428 35200 868
11670 16893 948
66275 4041 951
66802 23825 525
47773 80712 62
29325 67619 58
51786 47882 810
39100 32675 828
53061 30784 822
68438 43324 305
89355 87478 919
36496 73827 34
31177 91001 472
84930 21723 248
23509 87234 968
25191 11917 974
69650 11317 637
60518 32763 545
96050 92484 324
55732 79304 839
21045 67261 479
77833 28120 340
8467 73964 472
84644 79968 876
24793 51185 416
34676 21988 979
97268 11722 862
5230 80839 179
92559 99766 320
76154 47638 193
84085 20023 175
19838 26353 214
95398 33392 953
86405 93410 958
88935 16479 565
56151 73093 792
86933 1571 504
5601 12297 242
4539 25406 387
6035 20875 385
48846 30571 916
71829 8390 252
82329 82531 800
94733 65454 239
53529 58228 613
31975 48353 504
58548 91412 610
12812 81426 489
96973 80488 726
29014 46340 398
67507 26402 438
4582 41995 474
43108 11806 110
23223 11160 945
4640 39065 919
91024 24102 169
97224 76275 451
58775 85130 172
45650 86234 571
83341 53761 430
33666 92367 766
86138 68843 361
33728 21982 959
483 83722 307
64309 45375 644
19916 90198 475
46381 23219 413
2666 92733 915
72636 80446 67
42830 99094 759
81393 14459 123
63794 5676 490
90571 79183 201
85570 76712 444
22774 3696 828
74832 85516 808
96188 39464 288
90567 90091 321
55718 36503 359
98902 28543 440
65747 66024 651
61288 82057 949
78527 50290 281
86892 40615 309
45471 91448 347
74213 41263 699
19262 51067 486
80057 72986 54
47507 13826 352
17981 30144 140
78950 17568 847
25927 13905 782
51232 70334 358
96483 34207 65
93304 67526 909
51634 11017 409
44169 72020 146
93296 55470 427
12705 17164 811
57368 91105 316
37152 28036 854
51774 48401 810
21251 33319 579
78973 70614 151
45659 74938 112
86381 85943 745
47245 23405 263
20634 2779 705
96874 7793 330
86522 14348 690
60253 16932 978
3757 14009 726
11559 53403 594
20821 50712 313
95546 53326 617
57561 38814 573
35944 88096 750
25050 29126 368
39024 69279 486
90951 91637 332
733 82118 494
85666 1258 457
82272 23474 242
72028 4089 868
35000 50849 131
35316 56538 881
71648 8057 915
9710 67411 185
12623 72994 610
39192 75881 59
4489 30184 649
48110 5178 133
42517 8776 155
48180 25420 289
26225 97235 668
27232 25310 859
70753 61462 753
25596 50145 878
99747 73486 945
55453 79536 192
68550 26004 952
1973 41614 885
30715 10573 36
54039 90510 634
11743 3336 849
42703 16570 782
79196 72176 624
13704 34562 173
69923 90406 692
14559 3045 266
42743 29696 93
51045 16221 661
20072 84070 975
97171 3520 185
30331 56493 883
94094 86419 739
81325 80437 341
46171 75919 565
62750 68088 923
5281 55441 358
82377 55604 69
86349 65084 358
31692 98182 362
63801 86802 442
